notes,code,observer,survey,depth,year,month,day,exceldate,site,transect,fixed transect,TransectMatchCode,sand,pavement,dead_coral,apalmrub,acervrub,porrub,madrub,rubble,fila_macro,dictyota,crustose,redfilalg,halimeda,Lobophora,flesh-macro,lizalgae,sp_encrust,orsponge,sp_erect,tubesponge,lizsponge,bransoft,feathsoft,sea_fan,encsoft,fire_coral,acpa,acce,poas,poco,popo,pofu,Monliz,moan,maca,agag,agsp,Agliz,decy,sisp,fafr,disp,dila,meme,cona,issi,eufa,mysp,muan,masp,dsto,hecu,maar,stin,scsp,ocul,clar,sosp,anemcolon,anemsol,Zoanthids,correl,urchin,tubeworm,oyster,hydrozoan,crinoid,other,diadema_count,% COVER TO THE RIGHT OF HERE,TOTAL#pts.,livecoral_all_cover,deadcoral_cover,acpa_cover,acce_cover,poas_cover,poco_cover,popo_cover,moan_cover,maca_cover,sand_cover,pavement_cover,sponge_all_cover,bransoft_cover,feathsoft_cover,fansoft_cover,rubble,algae_all_cover,fila_macro_cover,flesh_macro_cover,crustose_cover,montast_all_cover,decy_cover,sisp_cover,fafr_cover,disp_cover,meme_cover,cona_cover,issi_cover,eufa_cover,mysp_cover,muan_cover,masp_cover,dsto_cover,lesp_cover,maar_cover,stin_cover,scsp_cover,ocul_cover,clar_cover,sosp_cover,Anemcolon_cover,Anemsol_cover,Zoanthids_cover,agag_cover,Agsp_cover,Pofu_cover,po_branch_cover,po_massive_cover,erect_soft_cover,enc_soft_cover,fire_coral_cover,sponge_erect_cover,sponge_encrusting_cover
,153 ,EK,main,30 ,1996 ,october,3 ,3/10,crab,t,y,main-30-1996-october-3-crab-t,8 ,0 ,0 ,0 ,16 ,0 ,0 ,0 ,8 ,7 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,8 ,5 ,5 ,5 ,3 ,0 ,5 ,2 ,0 ,0 ,2 ,0 ,7 ,4 ,3 ,0 ,0 ,0 ,5 ,0 ,1 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,114 ,32.46,0.00,0.00,4.39,1.75,0.00,1.75,6.14,3.51,7.02,0.00,2.63,7.02,4.39,4.39,14.04,14.91,7.02,6.14,1.75,9.65,0.00,4.39,0.00,4.39,0.00,0.88,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,5.26,2.63,0.00,1.75,3.51,1.75,15.79,4.39,2.631578947 ,13.85041551 ,0 
,154 ,EK,main,30 ,1996 ,october,3 ,3/10,crab,1 ,n,main-30-1996-october-3-crab-1,1 ,0 ,1 ,0 ,2 ,5 ,3 ,0 ,6 ,22 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,11 ,7 ,8 ,3 ,4 ,0 ,2 ,1 ,1 ,0 ,3 ,0 ,10 ,5 ,5 ,0 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,33.88,0.83,0.00,1.65,1.65,0.83,2.48,8.26,4.13,0.83,0.00,2.48,9.09,5.79,6.61,8.26,23.97,4.96,18.18,0.83,12.40,0.00,4.96,0.00,0.83,0.00,0.00,0.00,0.83,0.00,0.00,4.13,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48,4.13,0.00,2.48,4.96,2.48,21.49,2.48,3.305785124 ,17.75834984 ,0 
,155 ,EK,main,30 ,1996 ,october,3 ,3/10,crab,2 ,n,main-30-1996-october-3-crab-2,4 ,0 ,0 ,0 ,5 ,3 ,4 ,0 ,13 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,10 ,8 ,1 ,4 ,0 ,0 ,9 ,1 ,0 ,0 ,4 ,0 ,12 ,5 ,3 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,116 ,40.52,0.00,0.00,7.76,0.86,0.00,3.45,10.34,4.31,3.45,0.00,1.72,8.62,6.90,0.86,10.34,18.97,11.21,6.90,0.86,14.66,0.00,4.31,0.00,0.86,0.00,1.72,0.00,0.00,0.00,0.00,2.59,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,4.31,0.00,5.17,2.59,0.00,3.45,6.90,0.86,16.38,3.45,0 ,14.12009512 ,0 
,156 ,EK,main,30 ,1996 ,october,3 ,3/10,muskN,t,y,main-30-1996-october-3-muskN-t,1 ,0 ,0 ,0 ,2 ,6 ,2 ,0 ,14 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,6 ,2 ,1 ,1 ,3 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,26 ,5 ,2 ,0 ,0 ,0 ,5 ,0 ,3 ,2 ,2 ,4 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,115 ,47.83,0.00,0.00,0.87,0.87,0.87,0.87,22.61,4.35,0.87,0.00,3.48,5.22,1.74,0.87,8.70,18.26,12.17,3.48,2.61,26.96,0.00,4.35,0.00,4.35,1.74,3.48,0.00,0.87,0.00,0.00,0.87,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,1.74,0.00,0.87,1.74,1.74,7.83,0.87,2.608695652 ,6.805293006 ,0 
,157 ,EK,main,30 ,1996 ,october,3 ,3/10,muskN,2 ,n,main-30-1996-october-3-muskN-2,1 ,0 ,2 ,0 ,6 ,1 ,0 ,0 ,18 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,3 ,2 ,7 ,1 ,0 ,4 ,6 ,1 ,0 ,0 ,0 ,15 ,6 ,4 ,0 ,0 ,0 ,1 ,0 ,6 ,5 ,0 ,9 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,115 ,51.30,1.74,0.00,3.48,6.09,0.87,0.00,13.04,5.22,0.87,0.00,0.87,5.22,2.61,1.74,6.09,16.52,15.65,0.87,0.00,18.26,0.00,0.87,0.00,9.57,0.00,7.83,0.00,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.00,6.09,3.48,0.00,0.00,0.00,6.96,9.57,6.09,0.869565217 ,8.31758034 ,0 
,158 ,EK,main,30 ,1996 ,october,3 ,3/10,muskN,1 ,n,main-30-1996-october-3-muskN-1,0 ,0 ,0 ,0 ,6 ,6 ,0 ,0 ,15 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,10 ,4 ,2 ,11 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,10 ,4 ,0 ,1 ,0 ,13 ,1 ,0 ,4 ,3 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,106 ,39.62,0.00,0.00,0.00,3.77,0.00,0.00,9.43,3.77,0.00,0.00,4.72,9.43,3.77,1.89,11.32,17.92,14.15,3.77,0.00,13.21,12.26,0.94,0.00,6.60,0.94,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.00,0.00,3.77,15.09,10.38,0 ,14.23994304 ,0 
,159 ,EK,main,30 ,1996 ,october,4 ,4/10,bigelow,t,y,main-30-1996-october-4-bigelow-t,12 ,0 ,0 ,0 ,2 ,2 ,0 ,7 ,1 ,7 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,8 ,0 ,8 ,7 ,8 ,3 ,1 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,3 ,3 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,111 ,18.02,0.00,0.00,0.00,5.41,0.00,0.00,2.70,2.70,10.81,0.00,8.11,7.21,6.31,7.21,9.91,25.23,18.92,6.31,0.00,5.41,0.00,0.90,0.00,0.90,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,3.60,0.00,0.00,0.00,5.41,20.72,2.70,0.900900901 ,18.66731596 ,0 
,160 ,EK,main,30 ,1996 ,october,4 ,4/10,bigelow,1 ,n,main-30-1996-october-4-bigelow-1,12 ,0 ,0 ,0 ,7 ,0 ,0 ,18 ,3 ,15 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,12 ,5 ,3 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,5 ,1 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,116 ,15.52,0.00,0.00,0.00,4.31,0.00,0.00,4.31,0.86,10.34,0.00,8.62,10.34,4.31,2.59,21.55,22.41,9.48,12.93,0.00,5.17,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,4.31,17.24,4.31,0 ,14.86325803 ,0 
,161 ,EK,main,30 ,1996 ,october,4 ,4/10,bigelow,2 ,n,main-30-1996-october-4-bigelow-2,11 ,0 ,1 ,0 ,0 ,0 ,0 ,8 ,3 ,25 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,10 ,0 ,6 ,0 ,3 ,4 ,3 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,6 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,4 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,19.66,0.85,0.00,2.56,0.85,0.00,0.00,5.13,1.71,9.40,0.00,10.26,5.13,0.00,2.56,6.84,35.90,14.53,21.37,0.00,6.84,0.00,0.85,0.00,0.85,0.00,3.42,0.00,0.00,0.00,0.00,1.71,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.42,1.71,0.00,0.00,0.00,0.85,7.69,3.42,2.564102564 ,6.574621959 ,0 
,162 ,EK,main,30 ,1996 ,october,4 ,4/10,monkey,t,y,main-30-1996-october-4-monkey-t,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,7 ,7 ,1 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,7 ,0 ,13 ,5 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,12.82,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00,0.85,0.00,7.69,11.11,4.27,0.00,3.42,47.01,40.17,5.98,0.85,2.56,0.00,2.56,0.00,1.71,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,1.71,0.00,0.00,0.00,0.00,0.00,2.56,4.27,2.56,0.00,0.00,0.00,0.00,15.38,3.42,1.709401709 ,13.14924392 ,0 
,163 ,EK,main,30 ,1996 ,october,4 ,4/10,monkey,1 ,n,main-30-1996-october-4-monkey-1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,7 ,12 ,1 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,7 ,0 ,10 ,4 ,5 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,109 ,9.17,0.00,0.00,0.00,0.92,0.00,0.00,2.75,0.00,2.75,0.00,7.34,9.17,3.67,4.59,11.93,42.20,30.28,11.01,0.92,2.75,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.92,0.00,0.00,0.00,0.92,0.00,0.00,1.83,0.92,0.00,0.00,0.00,0.00,0.92,1.83,0.00,0.00,0.00,0.00,0.92,17.43,5.50,0.917431193 ,15.99191987 ,0 
,164 ,EK,main,30 ,1996 ,october,4 ,4/10,monkey,2 ,n,main-30-1996-october-4-monkey-2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,6 ,17 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,13 ,0 ,17 ,9 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,114 ,7.89,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.88,0.00,0.00,13.16,14.91,7.89,1.75,11.40,37.72,22.81,14.91,0.00,3.51,0.00,1.75,0.00,0.88,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,24.56,1.75,0.877192982 ,21.5450908 ,0 
,165 ,EK,main,30 ,1996 ,october,4 ,4/10,white,t,y,main-30-1996-october-4-white-t,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,21 ,40 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,4 ,1 ,3 ,0 ,0 ,4 ,1 ,0 ,1 ,0 ,10 ,3 ,4 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,110 ,28.18,0.00,0.00,0.00,4.55,0.91,0.91,9.09,2.73,0.00,0.00,1.82,0.00,0.91,3.64,1.82,57.27,20.91,36.36,0.00,11.82,0.00,0.91,1.82,0.00,0.00,0.00,0.91,0.91,0.91,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.82,0.91,1.82,3.64,0.00,0.91,1.82,5.45,4.55,0.91,2.727272727 ,4.132231405 ,0 
,166 ,EK,main,30 ,1996 ,october,4 ,4/10,white,1 ,n,main-30-1996-october-4-white-1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,23 ,43 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,12 ,2 ,4 ,0 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,105 ,25.71,0.00,0.00,0.95,0.95,0.95,0.00,11.43,1.90,0.00,0.00,0.95,1.90,0.00,0.00,3.81,63.81,22.86,40.95,0.00,13.33,0.00,3.81,0.95,0.00,0.00,0.95,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.95,3.81,0.00,0.00,0.00,1.90,1.90,0.95,1.904761905 ,1.814058957 ,0 
,167 ,EK,main,30 ,1996 ,october,4 ,4/10,white,2 ,n,main-30-1996-october-4-white-2,0 ,0 ,1 ,0 ,0 ,0 ,8 ,1 ,13 ,18 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,2 ,2 ,5 ,2 ,3 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,17 ,1 ,5 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,5 ,1 ,0 ,3 ,0 ,5 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,114 ,41.23,0.88,0.00,0.00,2.63,0.00,0.88,14.91,0.88,0.00,0.00,5.26,1.75,1.75,4.39,7.89,28.95,13.16,15.79,0.00,15.79,0.00,2.63,0.00,0.88,0.00,4.39,0.88,0.00,2.63,0.00,4.39,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.88,1.75,1.75,4.39,0.00,0.88,1.75,2.63,7.89,1.75,2.631578947 ,6.925207756 ,0 
,168 ,EK,main,30 ,1996 ,october,5 ,5/10,pelican,t,y,main-30-1996-october-5-pelican-t,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,22 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,6 ,0 ,18 ,7 ,4 ,11 ,2 ,0 ,2 ,5 ,0 ,0 ,1 ,0 ,0 ,1 ,3 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,2 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,112 ,17.86,0.00,0.00,1.79,4.46,0.00,0.89,0.00,0.89,0.89,0.00,6.25,16.07,6.25,3.57,1.79,25.89,3.57,19.64,2.68,0.89,0.00,2.68,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,1.79,8.04,2.68,0.00,0.89,1.79,4.46,25.89,9.82,1.785714286 ,23.11862245 ,0 
,169 ,EK,main,30 ,1996 ,october,5 ,5/10,pelican,1 ,n,main-30-1996-october-5-pelican-1,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,3 ,11 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,15 ,19 ,3 ,16 ,1 ,0 ,3 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,4 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,111 ,22.52,0.00,0.00,2.70,4.50,0.00,0.00,0.00,0.00,0.00,0.90,4.50,13.51,17.12,2.70,0.90,14.41,2.70,9.91,1.80,0.00,0.00,3.60,1.80,4.50,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.90,7.21,3.60,0.00,0.00,0.00,4.50,33.33,14.41,0.900900901 ,30.03003003 ,0 
,170 ,EK,main,30 ,1996 ,october,5 ,5/10,pelican,2 ,n,main-30-1996-october-5-pelican-2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,1 ,9 ,3 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,11 ,0 ,7 ,18 ,3 ,13 ,2 ,0 ,2 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,115 ,24.35,0.00,0.00,1.74,5.22,0.00,0.87,0.00,0.00,0.00,0.00,10.43,6.09,15.65,2.61,3.48,15.65,5.22,7.83,2.61,0.00,0.00,0.87,1.74,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.61,0.00,0.00,3.48,1.74,0.00,0.00,0.00,0.00,0.00,8.70,1.74,0.00,0.87,1.74,5.22,24.35,11.30,1.739130435 ,21.17202268 ,0 
,171 ,EK,main,30 ,1996 ,october,5 ,5/10,grand,t,y,main-30-1996-october-5-grand-t,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,9 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,7 ,10 ,4 ,6 ,5 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,2 ,9 ,2 ,0 ,0 ,0 ,4 ,0 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,2 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,101 ,34.65,0.00,0.00,0.99,4.95,0.00,0.00,1.98,8.91,0.00,0.00,1.98,6.93,9.90,3.96,0.99,21.78,8.91,7.92,4.95,10.89,0.00,3.96,0.00,6.93,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,0.99,0.00,0.00,0.00,1.98,0.99,7.92,1.98,0.00,0.00,0.00,4.95,20.79,5.94,4.95049505 ,20.58621704 ,0 
,172 ,EK,main,30 ,1996 ,october,5 ,5/10,grand,1 ,n,main-30-1996-october-5-grand-1,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,7 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,6 ,10 ,4 ,10 ,4 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,2 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,1 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,113 ,27.43,0.00,0.00,0.00,4.42,0.00,0.00,0.00,7.96,0.00,0.88,4.42,5.31,8.85,3.54,0.00,23.01,9.73,6.19,7.08,7.96,0.00,3.54,0.00,1.77,1.77,0.00,0.00,0.00,0.00,0.00,0.88,0.88,0.00,0.00,3.54,0.88,0.00,0.00,0.00,0.88,0.00,14.16,1.77,0.00,0.00,0.00,4.42,17.70,8.85,3.539823009 ,15.66293367 ,0 
,173 ,EK,main,30 ,1996 ,october,5 ,5/10,grand,2 ,n,main-30-1996-october-5-grand-2,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,4 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,6 ,8 ,3 ,7 ,11 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,2 ,7 ,3 ,0 ,0 ,0 ,8 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,109 ,31.19,0.00,0.00,0.00,3.67,0.00,0.00,1.83,6.42,0.00,5.50,3.67,5.50,7.34,2.75,0.00,21.10,11.01,3.67,6.42,8.26,0.00,7.34,0.00,4.59,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.92,1.83,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.92,5.50,2.75,0.00,0.00,0.00,3.67,15.60,6.42,10.09174312 ,14.30855989 ,0 
,174 ,EK,main,30 ,1997 ,july,21 ,21/7,iguana,t,y,main-30-1997-july-21-iguana-t,1 ,0 ,3 ,0 ,0 ,2 ,0 ,0 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,5 ,6 ,5 ,2 ,1 ,0 ,0 ,4 ,5 ,3 ,3 ,0 ,15 ,5 ,7 ,0 ,0 ,0 ,2 ,0 ,5 ,3 ,3 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,53.85,2.56,0.00,0.00,7.69,4.27,5.13,12.82,4.27,0.85,0.00,2.56,4.27,5.13,4.27,1.71,20.51,12.82,7.69,0.00,17.09,0.00,1.71,0.00,6.84,2.56,6.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,1.71,5.98,0.00,2.56,7.69,11.97,13.68,1.71,0.854700855 ,11.68821682 ,1.709401709 
,175 ,EK,main,30 ,1997 ,july,21 ,21/7,iguana,2 ,n,main-30-1997-july-21-iguana-2,1 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,12 ,11 ,2 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,3 ,0 ,6 ,6 ,1 ,1 ,2 ,0 ,1 ,7 ,4 ,3 ,0 ,0 ,14 ,9 ,9 ,0 ,0 ,0 ,6 ,0 ,0 ,7 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,116 ,55.17,0.00,0.00,0.86,9.48,3.45,2.59,12.07,7.76,0.86,0.00,2.59,5.17,5.17,0.86,4.31,21.55,10.34,9.48,1.72,19.83,0.00,5.17,0.00,6.03,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,7.76,0.00,0.00,2.59,12.93,11.21,0.86,1.724137931 ,9.661117717 ,0 
